ages   ,list_price            ,num_reviews ,piece_count ,play_star_rating ,set_id  ,review_difficulty ,set_name                                                  ,star_rating ,theme_name                            ,val_star_rating ,country
14-Sep , 127.7929             ,         15 ,        825 ,             4.7 ,  75191 ,Average           ,Jedi Starfighter™ With Hyperdrive                         ,        4.7 ,Star Wars™                            ,            4.3 ,NZ
16-Oct , 127.7929             ,            ,       1106 ,                 ,  75187 ,                  ,BB-8™                                                     ,            ,Star Wars™                            ,                ,NZ
14-Sep , 120.6929             ,         39 ,        863 ,             4.2 ,  75156 ,Average           ,Krennic's Imperial Shuttle                                ,        4.4 ,Star Wars™                            ,            4.4 ,NZ
14-Aug , 113.5929             ,         71 ,        717 ,             4.7 ,  75102 ,Average           ,Poe's X-Wing Fighter™                                     ,        4.7 ,Star Wars™                            ,            4.1 ,NZ
14-Aug , 106.4929             ,         22 ,        630 ,             4.5 ,  75179 ,Average           ,Kylo Ren's TIE Fighter™                                   ,        4.6 ,Star Wars™                            ,            3.9 ,NZ
14-Sep , 106.4929             ,          4 ,        746 ,             4.5 ,  75202 ,Easy              ,Defense of Crait™                                         ,        4.3 ,Star Wars™                            ,            4   ,NZ
14-Aug , 106.4929             ,         56 ,        659 ,             4.6 ,  75155 ,Average           ,Rebel U-Wing Fighter™                                     ,        4.6 ,Star Wars™                            ,            3.9 ,NZ
14-Aug ,  92.2929             ,         51 ,        691 ,             4.8 ,  75172 ,Average           ,Y-Wing Starfighter™                                       ,        4.7 ,Star Wars™                            ,            4.4 ,NZ
14-Aug ,  92.2929             ,          6 ,        557 ,             4.2 ,  75185 ,Challenging       ,Tracker I                                                 ,        4.3 ,Star Wars™                            ,            4.4 ,NZ
14-Sep ,  85.1929             ,          9 ,        554 ,             3.9 ,  75177 ,Challenging       ,First Order Heavy Scout Walker™                           ,        4   ,Star Wars™                            ,            3.8 ,NZ
14-Aug ,  78.09289999999999   ,         37 ,        370 ,             2.2 ,  75201 ,Easy              ,First Order AT-ST™                                        ,        1.8 ,Star Wars™                            ,            1.8 ,NZ
14-Oct ,  70.99289999999998   ,         11 ,        452 ,             4.2 ,  75532 ,Challenging       ,Scout Trooper™ & Speeder Bike™                            ,        4.5 ,Star Wars™                            ,            4.4 ,NZ
14-Aug ,  70.99289999999998   ,         12 ,        457 ,             4.4 ,  75178 ,Easy              ,Jakku Quadjumper™                                         ,        4.3 ,Star Wars™                            ,            3.6 ,NZ
14-Aug ,  63.89289999999999   ,         24 ,        358 ,             4.7 ,  75175 ,Easy              ,A-Wing Starfighter™                                       ,        4.6 ,Star Wars™                            ,            3.7 ,NZ
14-Sep ,  49.6929             ,          6 ,        168 ,             4.6 ,  75534 ,Average           ,Darth Vader™                                              ,        5   ,Star Wars™                            ,            4   ,NZ
12-Jul ,  49.6929             ,         27 ,        277 ,             4.6 ,  75174 ,Easy              ,Desert Skiff Escape                                       ,        4.6 ,Star Wars™                            ,            4.1 ,NZ
14-Aug ,  49.6929             ,         14 ,        294 ,             4.6 ,  75176 ,Easy              ,Resistance Transport Pod™                                 ,        4.7 ,Star Wars™                            ,            3.7 ,NZ
14-Aug ,  42.5929             ,          4 ,        144 ,             4.8 ,  75533 ,Average           ,Boba Fett™                                                ,        4.8 ,Star Wars™                            ,            4   ,NZ
14-Aug ,  42.5929             ,          5 ,        179 ,             4.3 ,  75530 ,Average           ,Chewbacca™                                                ,        3.6 ,Star Wars™                            ,            3.4 ,NZ
12-Jul ,  35.4929             ,         25 ,        241 ,             4.1 ,  75200 ,Easy              ,Ahch-To Island™ Training                                  ,        4.5 ,Star Wars™                            ,            4.1 ,NZ
12-Aug ,  35.4929             ,         37 ,        262 ,             4.3 ,  75168 ,Easy              ,Yoda's Jedi Starfighter™                                  ,        4.5 ,Star Wars™                            ,            4.3 ,NZ
12-Jul ,  35.4929             ,         19 ,        157 ,             3.4 ,  75199 ,Easy              ,General Grievous' Combat Speeder                          ,        2.6 ,Star Wars™                            ,            1.9 ,NZ
14-Aug ,  35.4929             ,         27 ,        305 ,             4.6 ,  75182 ,Easy              ,Republic Fighter Tank™                                    ,        4.6 ,Star Wars™                            ,            4.4 ,NZ
14-Aug ,  31.9429             ,          7 ,         92 ,             4.1 ,  75529 ,Easy              ,Elite Praetorian Guard                                    ,        4.7 ,Star Wars™                            ,            3.9 ,NZ
14-Aug ,  31.9429             ,          1 ,         94 ,             4   ,  75526 ,Easy              ,Elite TIE Fighter Pilot™                                  ,        4   ,Star Wars™                            ,            4   ,NZ
14-Aug ,  31.9429             ,         12 ,         86 ,             4.4 ,  75117 ,Easy              ,Kylo Ren™                                                 ,        4.5 ,Star Wars™                            ,            4.4 ,NZ
14-Aug ,  31.9429             ,          3 ,         85 ,             4.7 ,  75528 ,Easy              ,Rey                                                       ,        4.7 ,Star Wars™                            ,            4.7 ,NZ
14-Jul ,  31.9429             ,          3 ,        100 ,             3.3 ,  75531 ,Very Easy         ,Stormtrooper™ Commander                                   ,        4   ,Star Wars™                            ,            4   ,NZ
12-Jun ,  24.8429             ,          4 ,        216 ,             4.5 ,  75195 ,Easy              ,Ski Speeder™ vs. First Order Walker™ Microfighters        ,        4.5 ,Star Wars™                            ,            4.5 ,NZ
12-Jun ,  17.7429             ,         15 ,        108 ,             3.8 ,  75197 ,Very Easy         ,First Order Specialists Battle Pack                       ,        4.1 ,Star Wars™                            ,            3.9 ,NZ
